Asin,title,description,"product Url",price,quantity,created_at
B095HVJ3F6,"Betron Clear Silicone Case Back Cover for iPhone 11","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone 11. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone 11 only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone 11 looking great Durable polymer and reinforced corners team up to protect your iPhone 11 from drops & other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095HVJ3F6,4.99,0,"20/05/21, 13:29:42"
B095HWWXYF,"Betron Clear Silicone Case Back Cover for iPhone 11 Pro","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone 11 Pro. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone 11 Pro only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone 11 Pro looking great Durable polymer and reinforced corners team up to protect your iPhone 11 Pro from drops & other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095HWWXYF,4.99,0,"20/05/21, 13:39:27"
B095HW9SPR,"Betron Clear Silicone Case Back Cover for iPhone 11 Pro Max","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone 11 Pro Max. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone 11 Pro Max only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone 11 Pro Max looking great Durable polymer and reinforced corners team up to protect your iPhone 11 Pro Max from drops & other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095HW9SPR,4.99,0,"20/05/21, 13:43:38"
B095HY5HZW,"Betron Clear Silicone Case Back Cover for iPhone SE 2020, iPhone 7, iPhone 8","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone Se 2020, iPhone 8, iPhone 7. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone Se (2020), iPhone 8, iPhone 7 Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone Se (2020), iPhone 8, iPhone 7 looking great Durable polymer and reinforced corners team up to protect your iPhone Se (2020), iPhone 8, iPhone 7 from drops and other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095HY5HZW,4.99,0,"20/05/21, 13:51:04"
B095HZM6R4,"Betron Clear Silicone Case Back Cover for iPhone XS","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone XS. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone XS only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone XS looking great Durable polymer and reinforced corners team up to protect your iPhone XS from drops & other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095HZM6R4,4.99,0,"21/05/21, 09:10:59"
B095J3G4FM,"Betron Clear Silicone Case Back Cover for iPhone 10, iPhone X","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone X. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone X only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone X looking great Durable polymer and reinforced corners team up to protect your iPhone X from drops and other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095J3G4FM,4.99,0,"21/05/21, 09:15:10"
B095J48G5G,"Betron Clear Silicone Case Back Cover for iPhone XS Max","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone XS Max. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone XS Max only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone XS Max looking great Durable polymer and reinforced corners team up to protect your iPhone XS Max from drops and other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095J48G5G,4.99,0,"21/05/21, 09:19:05"
B095J16T6R,"Betron Clear Silicone Case Back Cover for iPhone XR","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with iPhone XR. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the iPhone XR only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your iPhone XR looking great Durable polymer and reinforced corners team up to protect your iPhone XR from drops and other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095J16T6R,4.99,0,"21/05/21, 09:28:18"
B095K9N4SG,"Betron Clear Silicone Case Back Cover for Samsung Galaxy NOTE 20","Betron Ultra-Thin clear Silicone TPU Gel Case compatible with Samsung Galaxy Note 20. With a slim-line silicone TPU gel body to ensure minimum weight and optimal protection,case is the best unobtrusive and lightweight option for protecting your new smartphone from damage. With a clear gel body, this case is extremely stylish and allows you to preserve the unique look of your Phone while still providing maximum protection to the interior and exterior of your new smartphone.An Excellent Degree of Protection. This cover is extremely easy to fit; simply slot it around the back of your phone and ensure it is firmly in place. Once fitted, the rubberized case provides an excellent degree of protection from scratches, scuffs, drops, scrapes and dents, as well as providing a barrier against impacts and the damage they can cause. Handy Ports, Cut-Outs and Buttons .The case comes equipped with a number of handy cut-out ports and button moulds, enabling easy access to all external features of the Mobile including the headphone jack, charger port, camera, power button and volume controls for ease of use.Compatible with the Samsung Galaxy Note 20 only Raised camera and screen bezels help protect against scratches Subtle microdot pattern prevents the wet, clinging look common among clear cases, keeping your Galaxy Note 20 looking great Durable polymer and reinforced corners team up to protect your Samsung Galaxy Note 20 from drops & other impacts. Thin to 0.04inch, gives a snug fit making you feel like holding the bare phone but with more grip. Flexible resilient soft design, just a breeze to apply, makes your new Phone stay cosy with care, also a breeze to put on or off",https://www.amazon.co.uk/dp/B095K9N4SG,4.99,0,"21/05/21, 09:33:03"
B096KPHPKX,"Betron Over Ear Headphones Clear Bass Driven Audio and Lightweight Design Including 3.5mm and USB Type C connector","Designed to fit fully over the ear, these headphones are ultra retro without feeling heavy or uncomfortable Featuring 40mm neodymium dynamic driver units, these headphones provide crystal clear, punchy sound with every track Featuring a self adjusting headband and super comfortable over ear pads, you can experience all day comfort with these headphones Compatible with a huge range of devices equipped with a standard 3.5mm headphone socket or USB Tpe C connection including smartphones, tablets, computers, laptops, MP3 players and more Type C Connector enable Betron headphone to connect to devices with a USBC connection",https://www.amazon.co.uk/dp/B096KPHPKX,24.99,0,"04/06/21, 10:57:19"
